RowName,WaveCount,SpawnTime,EnemyType,BaseHp,BaseSpeed,StatMultiplier
Wave13_02,13,4.91,Ranged,100,80,4
Wave13_03,13,6.14,Melee,150,100,4
Wave13_04,13,7.19,Ranged,100,80,4
Wave13_05,13,8.13,Melee,150,100,4
Wave13_06,13,8.99,Ranged,100,80,4
Wave13_07,13,9.78,Melee,150,100,4
Wave13_08,13,10.53,Ranged,100,80,4
Wave13_09,13,11.23,Melee,150,100,4
Wave13_10,13,11.9,Ranged,100,80,4
Wave13_11,13,12.54,Melee,150,100,4
Wave13_12,13,13.15,Ranged,100,80,4
Wave13_13,13,13.75,Melee,150,100,4
Wave13_14,13,14.32,Ranged,100,80,4
Wave13_15,13,14.87,Melee,150,100,4
Wave13_16,13,15.41,Ranged,100,80,4
Wave13_17,13,15.93,Melee,150,100,4
Wave13_18,13,16.44,Ranged,100,80,4
Wave13_19,13,16.94,Melee,150,100,4
Wave13_20,13,17.42,Ranged,100,80,4
Wave13_21,13,17.9,Melee,150,100,4
Wave13_22,13,18.36,Ranged,100,80,4
Wave14_01,14,3.42,Melee,150,100,4
Wave14_02,14,5.01,Ranged,100,80,4
Wave14_03,14,6.26,Melee,150,100,4
Wave14_04,14,7.33,Ranged,100,80,4
Wave14_05,14,8.29,Melee,150,100,4
Wave14_06,14,9.16,Ranged,100,80,4
Wave14_07,14,9.97,Melee,150,100,4
Wave14_08,14,10.73,Ranged,100,80,4
Wave14_09,14,11.45,Melee,150,100,4
Wave14_10,14,12.13,Ranged,100,80,4
Wave14_11,14,12.79,Melee,150,100,4
Wave14_12,14,13.41,Ranged,100,80,4
Wave14_13,14,14.02,Melee,150,100,4
Wave14_14,14,14.6,Ranged,100,80,4
Wave14_15,14,15.17,Melee,150,100,4
Wave14_16,14,15.71,Ranged,100,80,4
Wave14_17,14,16.25,Melee,150,100,4
Wave14_18,14,16.77,Ranged,100,80,4
Wave14_19,14,17.27,Melee,150,100,4
Wave14_20,14,17.77,Ranged,100,80,4
Wave14_21,14,18.25,Melee,150,100,4
Wave14_22,14,18.72,Ranged,100,80,4
Wave14_23,14,19.19,Melee,150,100,4
Wave14_24,14,19.64,Ranged,100,80,4
Wave15_01,15,3.56,Melee,150,100,5
Wave15_02,15,5.22,Ranged,100,80,5
Wave15_03,15,6.52,Melee,150,100,5
Wave15_04,15,7.64,Ranged,100,80,5
Wave15_05,15,8.63,Melee,150,100,5
Wave15_06,15,9.54,Ranged,100,80,5
Wave15_07,15,10.39,Melee,150,100,5
Wave15_08,15,11.18,Ranged,100,80,5
Wave15_09,15,11.93,Melee,150,100,5
Wave15_10,15,12.64,Ranged,100,80,5
Wave15_11,15,13.32,Melee,150,100,5
Wave15_12,15,13.97,Ranged,100,80,5
Wave15_13,15,14.6,Melee,150,100,5
Wave15_14,15,15.21,Ranged,100,80,5
Wave15_15,15,15.8,Melee,150,100,5
Wave15_16,15,16.37,Ranged,100,80,5
Wave15_17,15,16.92,Melee,150,100,5
Wave15_18,15,17.46,Ranged,100,80,5
Wave15_19,15,17.99,Melee,150,100,5
Wave15_20,15,18.5,Ranged,100,80,5
Wave15_21,15,19.01,Melee,150,100,5
Wave15_22,15,19.5,Ranged,100,80,5
Wave15_23,15,19.98,Melee,150,100,5
Wave15_24,15,20.46,Ranged,100,80,5
Wave15_25,15,20.92,Melee,150,100,5
Wave16_01,16,3.62,Melee,150,100,5
Wave16_02,16,5.3,Ranged,100,80,5
Wave16_03,16,6.63,Melee,150,100,5
Wave16_04,16,7.77,Ranged,100,80,5
Wave16_05,16,8.78,Melee,150,100,5
Wave16_06,16,9.71,Ranged,100,80,5
Wave16_07,16,10.57,Melee,150,100,5
Wave16_08,16,11.37,Ranged,100,80,5
Wave16_09,16,12.13,Melee,150,100,5
Wave16_10,16,12.86,Ranged,100,80,5
Wave16_11,16,13.55,Melee,150,100,5
Wave16_12,16,14.21,Ranged,100,80,5
Wave16_13,16,14.85,Melee,150,100,5
Wave16_14,16,15.47,Ranged,100,80,5
Wave16_15,16,16.07,Melee,150,100,5
Wave16_16,16,16.65,Ranged,100,80,5
Wave16_17,16,17.21,Melee,150,100,5
Wave16_18,16,17.76,Ranged,100,80,5
Wave16_19,16,18.3,Melee,150,100,5
Wave16_20,16,18.82,Ranged,100,80,5
Wave16_21,16,19.33,Melee,150,100,5
Wave16_22,16,19.84,Ranged,100,80,5
Wave16_23,16,20.33,Melee,150,100,5
Wave16_24,16,20.81,Ranged,100,80,5
Wave16_25,16,21.28,Melee,150,100,5
Wave16_26,16,21.74,Ranged,100,80,5
Wave16_27,16,22.2,Melee,150,100,5
Wave17_01,17,3.68,Melee,150,100,5
Wave17_02,17,5.39,Ranged,100,80,5
Wave17_03,17,6.74,Melee,150,100,5
Wave17_04,17,7.9,Ranged,100,80,5
Wave17_05,17,8.93,Melee,150,100,5
Wave17_06,17,9.87,Ranged,100,80,5
Wave17_07,17,10.74,Melee,150,100,5
Wave17_08,17,11.56,Ranged,100,80,5
Wave17_09,17,12.34,Melee,150,100,5
Wave17_10,17,13.07,Ranged,100,80,5
Wave17_11,17,13.78,Melee,150,100,5
Wave17_12,17,14.45,Ranged,100,80,5
Wave17_13,17,15.1,Melee,150,100,5
Wave17_14,17,15.73,Ranged,100,80,5
Wave17_15,17,16.34,Melee,150,100,5
Wave17_16,17,16.93,Ranged,100,80,5
Wave17_17,17,17.5,Melee,150,100,5
Wave17_18,17,18.06,Ranged,100,80,5
Wave17_19,17,18.61,Melee,150,100,5
Wave17_20,17,19.14,Ranged,100,80,5
Wave17_21,17,19.66,Melee,150,100,5
Wave17_22,17,20.17,Ranged,100,80,5
Wave17_23,17,20.67,Melee,150,100,5
Wave17_24,17,21.16,Ranged,100,80,5
Wave17_25,17,21.64,Melee,150,100,5
Wave17_26,17,22.11,Ranged,100,80,5
Wave17_27,17,22.58,Melee,150,100,5
Wave17_28,17,23.03,Ranged,100,80,5
Wave17_29,17,23.48,Melee,150,100,5
Wave18_01,18,3.81,Melee,150,100,6
Wave18_02,18,5.58,Ranged,100,80,6
Wave18_03,18,6.98,Melee,150,100,6
Wave18_04,18,8.17,Ranged,100,80,6
Wave18_05,18,9.24,Melee,150,100,6
Wave18_06,18,10.22,Ranged,100,80,6
Wave18_07,18,11.12,Melee,150,100,6
Wave18_08,18,11.97,Ranged,100,80,6
Wave18_09,18,12.77,Melee,150,100,6
Wave18_10,18,13.53,Ranged,100,80,6
Wave18_11,18,14.26,Melee,150,100,6
Wave18_12,18,14.96,Ranged,100,80,6
Wave18_13,18,15.63,Melee,150,100,6
Wave18_14,18,16.28,Ranged,100,80,6
Wave18_15,18,16.91,Melee,150,100,6
Wave18_16,18,17.52,Ranged,100,80,6
Wave18_17,18,18.12,Melee,150,100,6
Wave18_18,18,18.7,Ranged,100,80,6
Wave18_19,18,19.26,Melee,150,100,6
Wave18_20,18,19.81,Ranged,100,80,6
Wave18_21,18,20.35,Melee,150,100,6
Wave18_22,18,20.88,Ranged,100,80,6
Wave18_23,18,21.39,Melee,150,100,6
Wave18_24,18,21.9,Ranged,100,80,6
Wave18_25,18,22.4,Melee,150,100,6
Wave18_26,18,22.89,Ranged,100,80,6
Wave18_27,18,23.37,Melee,150,100,6
Wave18_28,18,23.84,Ranged,100,80,6
Wave18_29,18,24.3,Melee,150,100,6
Wave18_30,18,24.76,Ranged,100,80,6
Wave19_01,19,3.87,Melee,150,100,6
Wave19_02,19,5.67,Ranged,100,80,6
Wave19_03,19,7.08,Melee,150,100,6
Wave19_04,19,8.3,Ranged,100,80,6
Wave19_05,19,9.38,Melee,150,100,6
Wave19_06,19,10.37,Ranged,100,80,6
Wave19_07,19,11.29,Melee,150,100,6
Wave19_08,19,12.15,Ranged,100,80,6
Wave19_09,19,12.96,Melee,150,100,6
Wave19_10,19,13.73,Ranged,100,80,6
Wave19_11,19,14.47,Melee,150,100,6
Wave19_12,19,15.18,Ranged,100,80,6
Wave19_13,19,15.87,Melee,150,100,6
Wave19_14,19,16.53,Ranged,100,80,6
Wave19_15,19,17.17,Melee,150,100,6
Wave19_16,19,17.79,Ranged,100,80,6
Wave19_17,19,18.39,Melee,150,100,6
Wave19_18,19,18.98,Ranged,100,80,6
Wave19_19,19,19.55,Melee,150,100,6
Wave19_20,19,20.11,Ranged,100,80,6
Wave19_21,19,20.66,Melee,150,100,6
Wave19_22,19,21.19,Ranged,100,80,6
Wave19_23,19,21.71,Melee,150,100,6
Wave19_24,19,22.23,Ranged,100,80,6
Wave19_25,19,22.73,Melee,150,100,6
Wave19_26,19,23.23,Ranged,100,80,6
Wave19_27,19,23.72,Melee,150,100,6
Wave19_28,19,24.2,Ranged,100,80,6
Wave19_29,19,24.67,Melee,150,100,6
Wave19_30,19,25.13,Ranged,100,80,6
Wave19_31,19,25.59,Melee,150,100,6
Wave19_32,19,26.04,Ranged,100,80,6
Wave20_01,20,3.99,Melee,150,100,6
Wave20_02,20,5.85,Ranged,100,80,6
Wave20_03,20,7.31,Melee,150,100,6
Wave20_04,20,8.56,Ranged,100,80,6
Wave20_05,20,9.68,Melee,150,100,6
Wave20_06,20,10.7,Ranged,100,80,6
Wave20_07,20,11.64,Melee,150,100,6
Wave20_08,20,12.53,Ranged,100,80,6
Wave20_09,20,13.37,Melee,150,100,6
Wave20_10,20,14.17,Ranged,100,80,6
Wave20_11,20,14.93,Melee,150,100,6
Wave20_12,20,15.66,Ranged,100,80,6
Wave20_13,20,16.37,Melee,150,100,6
Wave20_14,20,17.05,Ranged,100,80,6
Wave20_15,20,17.71,Melee,150,100,6
Wave20_16,20,18.35,Ranged,100,80,6
Wave20_17,20,18.97,Melee,150,100,6
Wave20_18,20,19.57,Ranged,100,80,6
Wave20_19,20,20.17,Melee,150,100,6
Wave20_20,20,20.74,Ranged,100,80,6
Wave20_21,20,21.31,Melee,150,100,6
Wave20_22,20,21.86,Ranged,100,80,6
Wave20_23,20,22.4,Melee,150,100,6
Wave20_24,20,22.93,Ranged,100,80,6
Wave20_25,20,23.45,Melee,150,100,6
Wave20_26,20,23.96,Ranged,100,80,6
Wave20_27,20,24.47,Melee,150,100,6
Wave20_28,20,24.96,Ranged,100,80,6
Wave20_29,20,25.45,Melee,150,100,6
Wave20_30,20,25.92,Ranged,100,80,6
Wave20_31,20,26.4,Melee,150,100,6
Wave20_32,20,26.86,Ranged,100,80,6
Wave20_33,20,27.32,Melee,150,100,6
Wave21_01,21,4.05,Melee,150,100,7
Wave21_02,21,5.93,Ranged,100,80,7
Wave21_03,21,7.41,Melee,150,100,7
Wave21_04,21,8.67,Ranged,100,80,7
Wave21_05,21,9.81,Melee,150,100,7
Wave21_06,21,10.84,Ranged,100,80,7
Wave21_07,21,11.8,Melee,150,100,7
Wave21_08,21,12.7,Ranged,100,80,7
Wave21_09,21,13.55,Melee,150,100,7
Wave21_10,21,14.36,Ranged,100,80,7
Wave21_11,21,15.13,Melee,150,100,7
Wave21_12,21,15.87,Ranged,100,80,7
Wave21_13,21,16.59,Melee,150,100,7
Wave21_14,21,17.28,Ranged,100,80,7
Wave21_15,21,17.95,Melee,150,100,7
Wave21_16,21,18.59,Ranged,100,80,7
Wave21_17,21,19.23,Melee,150,100,7
Wave21_18,21,19.84,Ranged,100,80,7
Wave21_19,21,20.44,Melee,150,100,7
Wave21_20,21,21.02,Ranged,100,80,7
Wave21_21,21,21.59,Melee,150,100,7
Wave21_22,21,22.15,Ranged,100,80,7
Wave21_23,21,22.7,Melee,150,100,7
Wave21_24,21,23.24,Ranged,100,80,7
Wave21_25,21,23.77,Melee,150,100,7
Wave21_26,21,24.29,Ranged,100,80,7
Wave21_27,21,24.8,Melee,150,100,7
Wave21_28,21,25.3,Ranged,100,80,7
Wave21_29,21,25.79,Melee,150,100,7
Wave21_30,21,26.28,Ranged,100,80,7
Wave21_31,21,26.75,Melee,150,100,7
Wave21_32,21,27.22,Ranged,100,80,7
Wave21_33,21,27.69,Melee,150,100,7
Wave21_34,21,28.15,Ranged,100,80,7
Wave21_35,21,28.6,Melee,150,100,7
Wave22_01,22,4.1,Melee,150,100,7
Wave22_02,22,6,Ranged,100,80,7
Wave22_03,22,7.5,Melee,150,100,7
Wave22_04,22,8.79,Ranged,100,80,7
Wave22_05,22,9.94,Melee,150,100,7
Wave22_06,22,10.99,Ranged,100,80,7
Wave22_07,22,11.96,Melee,150,100,7
Wave22_08,22,12.87,Ranged,100,80,7
Wave22_09,22,13.73,Melee,150,100,7
Wave22_10,22,14.55,Ranged,100,80,7
Wave22_11,22,15.33,Melee,150,100,7
Wave22_12,22,16.08,Ranged,100,80,7
Wave22_13,22,16.81,Melee,150,100,7
Wave22_14,22,17.51,Ranged,100,80,7
Wave22_15,22,18.19,Melee,150,100,7
Wave22_16,22,18.84,Ranged,100,80,7
Wave22_17,22,19.48,Melee,150,100,7
Wave22_18,22,20.1,Ranged,100,80,7
Wave22_19,22,20.71,Melee,150,100,7
Wave22_20,22,21.3,Ranged,100,80,7
Wave22_21,22,21.88,Melee,150,100,7
Wave22_22,22,22.45,Ranged,100,80,7
Wave22_23,22,23,Melee,150,100,7
Wave22_24,22,23.55,Ranged,100,80,7
Wave22_25,22,24.08,Melee,150,100,7
Wave22_26,22,24.61,Ranged,100,80,7
Wave22_27,22,25.13,Melee,150,100,7
Wave22_28,22,25.63,Ranged,100,80,7
Wave22_29,22,26.13,Melee,150,100,7
Wave22_30,22,26.62,Ranged,100,80,7
Wave22_31,22,27.11,Melee,150,100,7
Wave22_32,22,27.59,Ranged,100,80,7
Wave22_33,22,28.06,Melee,150,100,7
Wave22_34,22,28.52,Ranged,100,80,7
Wave22_35,22,28.98,Melee,150,100,7
Wave22_36,22,29.43,Ranged,100,80,7
Wave22_37,22,29.88,Melee,150,100,7
Wave23_01,23,4.21,Melee,150,100,7
Wave23_02,23,6.17,Ranged,100,80,7
Wave23_03,23,7.71,Melee,150,100,7
Wave23_04,23,9.03,Ranged,100,80,7
Wave23_05,23,10.21,Melee,150,100,7
Wave23_06,23,11.29,Ranged,100,80,7
Wave23_07,23,12.29,Melee,150,100,7
Wave23_08,23,13.23,Ranged,100,80,7
Wave23_09,23,14.11,Melee,150,100,7
Wave23_10,23,14.95,Ranged,100,80,7
Wave23_11,23,15.76,Melee,150,100,7
Wave23_12,23,16.53,Ranged,100,80,7
Wave23_13,23,17.27,Melee,150,100,7
Wave23_14,23,17.99,Ranged,100,80,7
Wave23_15,23,18.69,Melee,150,100,7
Wave23_16,23,19.36,Ranged,100,80,7
Wave23_17,23,20.02,Melee,150,100,7
Wave23_18,23,20.66,Ranged,100,80,7
Wave23_19,23,21.28,Melee,150,100,7
Wave23_20,23,21.89,Ranged,100,80,7
Wave23_21,23,22.49,Melee,150,100,7
Wave23_22,23,23.07,Ranged,100,80,7
Wave23_23,23,23.64,Melee,150,100,7
Wave23_24,23,24.2,Ranged,100,80,7
Wave23_25,23,24.75,Melee,150,100,7
Wave23_26,23,25.29,Ranged,100,80,7
Wave23_27,23,25.82,Melee,150,100,7
Wave23_28,23,26.34,Ranged,100,80,7
Wave23_29,23,26.86,Melee,150,100,7
Wave23_30,23,27.36,Ranged,100,80,7
Wave23_31,23,27.86,Melee,150,100,7
Wave23_32,23,28.35,Ranged,100,80,7
Wave23_33,23,28.83,Melee,150,100,7
Wave23_34,23,29.31,Ranged,100,80,7
Wave23_35,23,29.78,Melee,150,100,7
Wave23_36,23,30.25,Ranged,100,80,7
Wave23_37,23,30.71,Melee,150,100,7
Wave23_38,23,31.16,Ranged,100,80,7
Wave24_01,24,4.27,Melee,150,100,8
Wave24_02,24,6.24,Ranged,100,80,8
Wave24_03,24,7.8,Melee,150,100,8
Wave24_04,24,9.14,Ranged,100,80,8
Wave24_05,24,10.34,Melee,150,100,8
Wave24_06,24,11.43,Ranged,100,80,8
Wave24_07,24,12.44,Melee,150,100,8
Wave24_08,24,13.39,Ranged,100,80,8
Wave24_09,24,14.28,Melee,150,100,8
Wave24_10,24,15.13,Ranged,100,80,8
Wave24_11,24,15.95,Melee,150,100,8
Wave24_12,24,16.73,Ranged,100,80,8
Wave24_13,24,17.48,Melee,150,100,8
Wave24_14,24,18.21,Ranged,100,80,8
Wave24_15,24,18.91,Melee,150,100,8
Wave24_16,24,19.6,Ranged,100,80,8
Wave24_17,24,20.26,Melee,150,100,8
Wave24_18,24,20.91,Ranged,100,80,8
Wave24_19,24,21.54,Melee,150,100,8
Wave24_20,24,22.16,Ranged,100,80,8
Wave24_21,24,22.76,Melee,150,100,8
Wave24_22,24,23.35,Ranged,100,80,8
Wave24_23,24,23.93,Melee,150,100,8
Wave24_24,24,24.49,Ranged,100,80,8
Wave24_25,24,25.05,Melee,150,100,8
Wave24_26,24,25.6,Ranged,100,80,8
Wave24_27,24,26.13,Melee,150,100,8
Wave24_28,24,26.66,Ranged,100,80,8
Wave24_29,24,27.18,Melee,150,100,8
Wave24_30,24,27.69,Ranged,100,80,8
Wave24_31,24,28.2,Melee,150,100,8
Wave24_32,24,28.69,Ranged,100,80,8
Wave24_33,24,29.18,Melee,150,100,8
Wave24_34,24,29.67,Ranged,100,80,8
Wave24_35,24,30.14,Melee,150,100,8
Wave24_36,24,30.61,Ranged,100,80,8
Wave24_37,24,31.08,Melee,150,100,8
Wave24_38,24,31.54,Ranged,100,80,8
Wave24_39,24,31.99,Melee,150,100,8
Wave24_40,24,32.44,Ranged,100,80,8
Wave25_01,25,4.37,Melee,150,100,8
Wave25_02,25,6.4,Ranged,100,80,8
Wave25_03,25,8,Melee,150,100,8
Wave25_04,25,9.38,Ranged,100,80,8
Wave25_05,25,10.6,Melee,150,100,8
Wave25_06,25,11.72,Ranged,100,80,8
Wave25_07,25,12.75,Melee,150,100,8
Wave25_08,25,13.73,Ranged,100,80,8
Wave25_09,25,14.65,Melee,150,100,8
Wave25_10,25,15.52,Ranged,100,80,8
Wave25_11,25,16.35,Melee,150,100,8
Wave25_12,25,17.16,Ranged,100,80,8
Wave25_13,25,17.93,Melee,150,100,8
Wave25_14,25,18.67,Ranged,100,80,8
Wave25_15,25,19.4,Melee,150,100,8
Wave25_16,25,20.1,Ranged,100,80,8
Wave25_17,25,20.78,Melee,150,100,8
Wave25_18,25,21.44,Ranged,100,80,8
Wave25_19,25,22.09,Melee,150,100,8
Wave25_20,25,22.72,Ranged,100,80,8
Wave25_21,25,23.34,Melee,150,100,8
Wave25_22,25,23.94,Ranged,100,80,8
Wave25_23,25,24.54,Melee,150,100,8
Wave25_24,25,25.12,Ranged,100,80,8
Wave25_25,25,25.69,Melee,150,100,8
Wave25_26,25,26.25,Ranged,100,80,8
Wave25_27,25,26.8,Melee,150,100,8
Wave25_28,25,27.34,Ranged,100,80,8
Wave25_29,25,27.87,Melee,150,100,8
Wave25_30,25,28.4,Ranged,100,80,8
Wave25_31,25,28.91,Melee,150,100,8
Wave25_32,25,29.42,Ranged,100,80,8
Wave25_33,25,29.93,Melee,150,100,8
Wave25_34,25,30.42,Ranged,100,80,8
Wave25_35,25,30.91,Melee,150,100,8
Wave25_36,25,31.39,Ranged,100,80,8
Wave25_37,25,31.87,Melee,150,100,8
Wave25_38,25,32.34,Ranged,100,80,8
Wave25_39,25,32.81,Melee,150,100,8
Wave25_40,25,33.27,Ranged,100,80,8
Wave25_41,25,33.72,Melee,150,100,8
Wave26_01,26,4.42,Melee,150,100,8
Wave26_02,26,6.47,Ranged,100,80,8
Wave26_03,26,8.09,Melee,150,100,8
Wave26_04,26,9.48,Ranged,100,80,8
Wave26_05,26,10.72,Melee,150,100,8
Wave26_06,26,11.85,Ranged,100,80,8
Wave26_07,26,12.9,Melee,150,100,8
Wave26_08,26,13.88,Ranged,100,80,8
Wave26_09,26,14.81,Melee,150,100,8
Wave26_10,26,15.69,Ranged,100,80,8
Wave26_11,26,16.54,Melee,150,100,8
Wave26_12,26,17.35,Ranged,100,80,8
Wave26_13,26,18.13,Melee,150,100,8
Wave26_14,26,18.88,Ranged,100,80,8
Wave26_15,26,19.61,Melee,150,100,8
Wave26_16,26,20.32,Ranged,100,80,8
Wave26_17,26,21.01,Melee,150,100,8
Wave26_18,26,21.68,Ranged,100,80,8
Wave26_19,26,22.33,Melee,150,100,8
Wave26_20,26,22.97,Ranged,100,80,8
Wave26_21,26,23.6,Melee,150,100,8
Wave26_22,26,24.21,Ranged,100,80,8
Wave26_23,26,24.81,Melee,150,100,8
Wave26_24,26,25.4,Ranged,100,80,8
Wave26_25,26,25.97,Melee,150,100,8
Wave26_26,26,26.54,Ranged,100,80,8
Wave26_27,26,27.1,Melee,150,100,8
Wave26_28,26,27.64,Ranged,100,80,8
Wave26_29,26,28.18,Melee,150,100,8
Wave26_30,26,28.71,Ranged,100,80,8
Wave26_31,26,29.24,Melee,150,100,8
Wave26_32,26,29.75,Ranged,100,80,8
Wave26_33,26,30.26,Melee,150,100,8
Wave26_34,26,30.76,Ranged,100,80,8
Wave26_35,26,31.25,Melee,150,100,8
Wave26_36,26,31.74,Ranged,100,80,8
Wave26_37,26,32.22,Melee,150,100,8
