RowName,WaveCount,SpawnTime,EnemyType,BaseHp,BaseSpeed,StatMultiplier
Wave10_10,10,0.77,Ranged,100,80,3
Wave10_11,10,1,Melee,150,100,3
Wave10_12,10,1.09,Ranged,100,80,3
Wave10_13,10,1.43,Melee,150,100,3
Wave10_14,10,1.46,Ranged,100,80,3
Wave10_15,10,1.47,Melee,150,100,3
Wave10_16,10,1.79,Ranged,100,80,3
Wave10_17,10,1.92,Melee,150,100,3
Wave10_18,10,2.11,Ranged,100,80,3
Wave10_19,10,2.61,Melee,150,100,3
Wave10_20,10,2.72,Ranged,100,80,3
Wave10_21,10,3.24,Melee,150,100,3
Wave10_22,10,3.26,Ranged,100,80,3
Wave10_23,10,3.46,Melee,150,100,3
Wave10_24,10,3.69,Ranged,100,80,3
Wave10_25,10,5.22,Melee,150,100,3
Wave10_26,10,5.68,Ranged,100,80,3
Wave10_27,10,6.44,Melee,150,100,3
Wave10_28,10,6.66,Ranged,100,80,3
Wave10_29,10,6.7,Melee,150,100,3
Wave10_30,10,7.58,Ranged,100,80,3
